"Page","Item","Description","CaseCount","Retail","UPC"
"52","87302","60" Itty Bits Mega Tube (please reuse)","25","$6.99","831955004917"
"53","80015","Spitz Smoky BBQ 6 oz","9","$2.99","028400094054"
"53","80016","Spitz Original 6 oz","9","$2.99","028400094061"
"53","80018","Spitz Dill 6 oz","9","$2.99","028400094092"
"53","80019","Spitz Cracked Pepper 6 oz","9","$2.99","028400096720"
"53","80039","Bigs Vlasic Dill Pickle 5.35 oz","12","$2.99","896887002202"
"53","80040","Bigs Takis Seeds 5.35 oz","12","$2.99","816012010216"
"53","80041","Bigs Sizzlin' Bacon Seeds 5.35 oz","12","$2.99","896887002219"
"53","80043","Bigs Hidden Valley Ranch 5.35 oz","12","$2.99","896887002233"
"53","80048","Bigs Taco Bell Fire 5.35 oz NEW!","12","$2.99","816012013873"
"53","80062","Bigs Roasted Pumpkin Seeds 5 oz","12","$4.79","816012011121"
"53","80911","Corn Nuts Ranch 4 oz","12","$1.99","071159073115"
"53","80919","Corn Nuts Original 4 oz","12","$1.99","071159078196"
"53","80924","Corn Nuts BBQ 4 oz","12","$1.99","071159078240"
"53","80923","Corn Nuts Mexican Street Corn 4 oz","12","$1.99","071159289912"
"53","80925","Corn Nuts Loaded Taco 4 oz","12","$1.99","071159345250"
"53","81133","David Jumbo Reduced Sodium 5.25 oz","12","$2.69","026200461359"
"53","81170","David Original Sunflower Seeds 5.25 oz","12","$2.69","026200461724"
"53","81186","David Jumbo Original Seeds 5.25 oz","12","$2.69","026200238920"
"53","81378","David Large Pumpkin Seeds 5 oz","12","$4.79","026200463780"
"53","81388","David Jumbo Cracked Pepper 5.25 oz","12","$2.69","026200238913"
"53","81570","David Jumbo BBQ Seeds 5.25 oz","12","$2.69","026200465722"
"53","81764","David Jumbo Honey Roasted Seeds 5.25 oz NEW!","12","$2.69","026200007649"
"53","81770","David Jumbo Ranch Seeds 5.25 oz","12","$2.69","026200467726"
"55","83033","Taco Works Original 1 lb","10","$4.99","049451000030"
"56","83418","Simply Stellar 12 oz","12","$6.99","760295004182"
"56","83419","Bold & Herby 12 oz","12","$6.99","760295004199"
"56","83421","Maui Monk 12 oz","12","$6.99","760295004212"
"56","83423","French Dijon 12 oz","12","$6.99","760295004236"
"56","83428","Thins Sea Salt 7.2 oz","12","$6.99","760295004281"
"56","83429","Thins Truffle Pesto 7.2 oz","12","$6.99","760295004298"
"56","83430","Thins Bruschetta 7.2 oz","12","$6.99","760295004304"
"57","83418","Simply Stellar 12 oz","12","$6.99","760295004182"
"57","83419","Bold & Herby 12 oz","12","$6.99","760295004199"
"57","83420","Sweet & Sparky 12 oz","12","$6.99","760295004205"
"57","83421","Maui Monk 12 oz","12","$6.99","760295004212"
"57","83423","French Dijon 12 oz","12","$6.99","760295004236"
"57","83433","Cinnamon Dolce 12 oz","12","$6.99","760295004335"
"57","83428","Thins Sea Salt 7.2 oz","12","$6.99","760295004281"
"57","83429","Thins Truffle Pesto 7.2 oz","12","$6.99","760295004298"
"57","83430","Thins Bruschetta 7.2 oz","12","$6.99","760295004304"
"58","83706","Roasted Habanero Sauce 8 oz","6","$7.99","757347489660"
"58","83709","Cilantro Serrano Sauce 8 oz","6","$7.99","612520310097"
"60","87700","Kidsmania Unicorn Doo","12","$2.29","686464316002"
"60","87701","Kidsmania Slot Machine","12","$2.29","686464100618"
"60","87702","Kidsmania Peek-A-Boo","12","$2.29","686464538008"
"60","87703","Kidsmania Ooze Tube","12","$2.29","686464588003"
"60","87704","Kidsmania Kitty Korner","12","$2.29","686464637008"
"60","87705","Kidsmania Mad Science","12","$2.29","192568903005"
"60","87706","Kidsmania Sneaky Stardust","12","$2.29","192568960008"
"60","87710","Kidsmania Sucker Punch","12","$2.29","68646454600"
"60","87712","Kidsmania Sour Flush","12","$2.29","68646444700"
"6g","87745","Kidsmania Wacky Monkey","12","$2.29","68646457700"
"60","87746","Kidsmania Skool Bus","12","$2.29","68646455300"
"60","87748","Kidsmania Shark Bite","12","$2.29","68646461500"
"60","87749","Kidsmania Shark Attack","12","$2.29","68646461800"
"60","87750","Kidsmania Dino Doo","12","$2.29","68646431400"
"60","87751","Kidsmania Galaxy Rocks","12","$2.29","09256894000"
"60","87752","Kidsmania Gator Chomp","12","$2.29","68646482402"
"60","87753","Kidsmania Puppy Love","12","$2.29","68646459200"
"60","87754","Kidsmania Pooplets","12","$2.29","68646462800"
"60","87755","Kidsmania Bubble Dozer","12","$2.29","686464102612"
"60","87756","Kidsmania ICU Cyclops","12","$2.29","686464544009"
"60","87757","Kidsmania Sour Ooze","12","$2.29","686464688000"
"60","87775","Kidsmania Soda Can","12","$2.29","68646448500"
"60","87781","Kidsmania Quick Blast","12","$2.29","68646449700"
"60","87800","Kidsmania Laser Pop","12","$2.29","68646452800"
"60","87801","Kidsmania Big Dipper","12","$2.29","68646456600"
"60","87877","Kidsmania Flash Pop","12","$2.29","686464455008"
"60","87918","Kidsmania Flip Phone Pop","12","$2.29","68646448700"
"60","87928","Kidsmania Sour Blast","12","$2.29","686464545006"
"61","87501","Raindrops Hamburger 4.59 oz","9","$5.99","630855118003"
"61","87502","Raindrops Pizza 3 oz","18","$5.99","630855113107"
"61","87503","Raindrops Sushi 3 oz","12","$5.99","630855114104"
"61","87516","Raindrops Candy Foam 2.37 oz","12","$3.99","630855140141"
"61","87520","Raindrops Magic Potion","12","$2.99","630855140004"
"61","87521","Raindrops Ice Cream Candy .88 oz","12","$2.99","630855140028"
"62","87304","Slush Puppies Dip-N-Lik","12","$2.29","632365123652"
"62","87305","Dippin' Dots Dip-N-Lik","12","$2.29","632365627242"
"62","87306","Mr. Squeezy Pop Squeeze-N-Lik","12","$2.29","632365626849"
"62","87309","World's Biggest Candy Necklace","24","$2.29","632365385005"
"62","87318","Slush Puppies Squeeze Candy","12","$2.29","632365122181"
"62","87323","King Cobra Candy","12","$2.29","632365626283"
"62","87335","Unicorn Dip-N-Lik","12","$2.29","632365627358"
"62","87340","ICEE 3pk Dips 1.41 oz","12","$2.29","632365627402"
"62","87341","Splash Potty Dip-N-Lik","12","$2.29","632365626405"
"62","87388","Squeezy Paint Pop","12","$2.29","623265627884"
"62","87365","ICEE Dip-N-Lik","12","$2.29","632365625118"
"62","87366","ICEE Giant Gummy","12","$2.29","632365626344"
"62","87367","ICEE Sour Squeeze Candy","12","$2.29","632365627044"
"62","87369","ICEE Spray Candy","12","$2.29","632365122143"
"62","87390","Ice Cream Twist-N-Lik","12","$2.29","632365102664"
"62","87308","Dippin Dots Taffy Bites","12","$2.29","632365627785"
"62","87378","Dippin' Dots Popping Candy","20","$1.29","632365625781"
"62","87400","Glo Popcifier","12","$2.29","632365744000"
"62","87372","Candy Hot Pot","12","$2.29","632365627723"
"64","87059","Slime Licker Double Play","12","$2.99","850034597409"
"64","87060","Slime Licker Spray","12","$2.99","850034597423"
"64","87055","Mega Slime Licker 3 oz","12","$4.29","898940001696"
"64","87057","Slime Licker 2.0 Black Cherry & Sour Apple 2 oz","12","$2.99","850034597201"
"64","87058","Slime Licker 2.0 Blue Raspberry & Strawberry 2 oz","12","$2.99","898940001016"
"65","87253","Blue Ribbon Coconut Bar","24","$1.99","798051012530"
"65","87225","Charlotte's Country Fudge 1.25 oz Squares (seasonal)","24","$1.99","798051111256"
"65","87240","Viper Blast Spray","24","$1.99","798051024402"
"65","87241","Viper Roller Liquid","12","$1.99","798051601214"
"65","87243","Rose Pops Assorted","24","$1.99","798051240031"
"65","87250","Paintball Pops Giant Jawbreaker 2.3 oz","24","$1.99","798051101233"
"65","87251","Dice Pops Assorted","24","$1.99","798051240017"
"65","87563","Twinkle Heart Pop","12","$1.99","840124511622"
"66","87960","Marvel Avengers Asstd. Char. Fans","12","$7.99","609454-65190-7"
"66","87965","Disney Asstd. Character Fans","12","$7.99","609454-63415-3"
"67","87220","Fluffy Stuff Cotton Candy","12","$2.49","014200003259"
"67","87221","Watermelon Cotton Candy","12","$2.49","014200243402"
"68","87930","Kinder Applaydu Eggs","36","$3.99","54088191"
"68","87931","Kinder Natoons Eggs","36","$3.99","40084107"
